Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Junho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Distrito Federal;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;5,3;-;2,3;Estável;0,5;Queda;0,8;Estável;1,0;Estável
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Distrito Federal;Resultado do teste SWAB;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Distrito Federal;Resultado do teste SWAB;Resultado positivo;-;-;0,0;0,0;-;11,1;-;9,7;-;8,2;-;9,5;-;8,6;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Distrito Federal;Resultado do teste SWAB;Resultado negativo;-;-;0,0;0,0;-;5,3;-;4,5;-;3,5;-;4,3;-;3,8;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Distrito Federal;Resultado do teste SWAB;Resultado inconclusivo;-;-;0,0;0,0;-;0,0;-;79,2;-;58,2;-;55,2;-;100,7;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Distrito Federal;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;35,8;-;27,6;-;46,4;-;41,3;-;39,7;-
Percentual de pessoas que fizeram o teste SWAB no total da população (%);Unidade da Federação;Distrito Federal;-;-;-;-;0,0;0,0;-;6,7;-;8,8;Aumento;10,5;Aumento;12,4;Aumento;13,0;Estável
CV - Percentual de pessoas que fizeram o teste SWAB no total da população (%);Unidade da Federação;Distrito Federal;-;-;-;-;0,0;0,0;-;7,6;-;6,0;-;6,2;-;6,2;-;6,0;-
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Total;-;-; -   ; -   ;-;   285 ;-;   261 ;Estável;   298 ;Aumento;   326 ;Estável;   335 ;Estável
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-; -   ; -   ;-;   26 ;-;   26 ;Estável;   33 ;Aumento;   42 ;Estável;   43 ;Estável
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-; -   ; -   ;-;   256 ;-;   233 ;Estável;   262 ;Aumento;   282 ;Estável;   290 ;Estável
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-; -   ; -   ;-;   0 ;-;   1 ;Estável;   1 ;Estável;   1 ;Estável;   2 ;Estável
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-; -   ; -   ;-;   2 ;-;   1 ;Estável;   1 ;Estável; -   ;Estável; -   ;Estável
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Total;-;-;0,0;0,0;-;7,5;-;6,8;-;6,2;-;7,2;-;6,9;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-;0,0;0,0;-;20,9;-;19,4;-;17,4;-;21,6;-;21,9;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-;0,0;0,0;-;7,5;-;6,7;-;6,1;-;6,4;-;6,2;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-;0,0;0,0;-;100,2;-;72,1;-;57,8;-;57,3;-;50,9;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-;0,0;0,0;-;73,4;-;100,0;-;99,8;-;0,0;-;0,0;-
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-;0,0;0,0;-;9,3;-;9,9;Estável;11,1;Estável;12,9;Estável;12,8;Estável
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-;0,0;0,0;-;89,9;-;89,4;Estável;88,1;Estável;86,7;Estável;86,5;Estável
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-;0,0;0,0;-;0,1;-;0,3;Estável;0,5;Estável;0,4;Estável;0,7;Estável
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-;0,0;0,0;-;0,7;-;0,3;Estável;0,2;Estável;0,0;Estável;0,0;Estável
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-;0,0;0,0;-;18,3;-;16,7;-;15,1;-;17,0;-;17,8;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-;0,0;0,0;-;1,9;-;1,9;-;1,9;-;2,5;-;2,6;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-;0,0;0,0;-;100,4;-;72,4;-;57,4;-;57,4;-;51,1;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-;0,0;0,0;-;73,0;-;99,7;-;99,5;-;0,0;-;0,0;-
Percentual de pessoas que fizeram o exame de sangue com furo no dedo no total da população (%) ;Unidade da Federação;Distrito Federal;-;-;-;-;0,0;0,0;-;9,3;-;8,5;Estável;9,7;Aumento;10,6;Estável;10,9;Estável
CV - Percentual de pessoas que fizeram o exame de sangue com furo no dedo no total da população (%) ;Unidade da Federação;Distrito Federal;-;-;-;-;0,0;0,0;-;7,5;-;6,8;-;6,2;-;7,2;-;6,9;-
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Total;-;-; -   ; -   ;-;   96 ;-;   156 ;Aumento;   180 ;Aumento;   186 ;Estável;   214 ;Aumento
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-; -   ; -   ;-;   14 ;-;   31 ;Aumento;   43 ;Aumento;   52 ;Estável;   50 ;Estável
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-; -   ; -   ;-;   80 ;-;   120 ;Aumento;   131 ;Estável;   134 ;Estável;   163 ;Aumento
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-; -   ; -   ;-; -   ;-;   2 ;Estável;   3 ;Estável; -   ;Estável;   1 ;Estável
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-; -   ; -   ;-;   2 ;-;   3 ;Estável;   2 ;Estável;   0 ;Estável; -   ;Estável
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Total;-;-;0,0;0,0;-;10,1;-;8,9;-;8,3;-;7,8;-;7,3;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-;0,0;0,0;-;24,1;-;17,2;-;15,7;-;14,0;-;14,2;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-;0,0;0,0;-;11,0;-;9,7;-;9,5;-;9,2;-;8,1;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-;0,0;0,0;-;0,0;-;71,7;-;78,0;-;0,0;-;62,7;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-;0,0;0,0;-;52,7;-;38,1;-;48,2;-;100,0;-;0,0;-
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-;0,0;0,0;-;14,5;-;19,7;Estável;24,0;Estável;27,9;Estável;23,4;Queda
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-;0,0;0,0;-;83,1;-;76,8;Estável;72,9;Estável;71,9;Estável;76,0;Estável
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-;0,0;0,0;-;0,0;-;1,2;Estável;1,6;Estável;0,0;Estável;0,6;Estável
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-;0,0;0,0;-;1,9;-;2,1;Estável;1,2;Estável;0,1;Estável;0,0;Estável
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-;0,0;0,0;-;21,9;-;14,5;-;13,4;-;11,8;-;12,0;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-;0,0;0,0;-;4,0;-;3,8;-;4,5;-;4,6;-;3,8;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-;0,0;0,0;-;0,0;-;70,4;-;77,2;-;0,0;-;62,4;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Unidade da Federação;Distrito Federal;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-;0,0;0,0;-;52,3;-;37,8;-;48,9;-;100,4;-;0,0;-
Percentual de pessoas que fizeram o exame de sangue através da veia do braço no total da população (%) ;Unidade da Federação;Distrito Federal;-;-;-;-;0,0;0,0;-;3,1;-;5,1;Aumento;5,9;Aumento;6,1;Estável;7,0;Aumento
CV - Percentual de pessoas que fizeram o exame de sangue através da veia do braço no total da população (%) ;Unidade da Federação;Distrito Federal;-;-;-;-;0,0;0,0;-;10,1;-;8,9;-;8,3;-;7,8;-;7,3;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Sexo;Total;-;-; -   ; -   ;-;   763 ;-;   701 ;Queda;   739 ;Aumento;   729 ;Estável;   736 ;Estável
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Sexo;Homem;-;-; -   ; -   ;-;   332 ;-;   295 ;-;   313 ;-;   302 ;-;   314 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Sexo;Mulher;-;-; -   ; -   ;-;   431 ;-;   407 ;-;   426 ;-;   427 ;-;   421 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade;Total;-;-; -   ; -   ;-;   763 ;-;   701 ;-;   739 ;-;   729 ;-;   736 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade;0 a 9 anos;-;-; -   ; -   ;-;   39 ;-;   32 ;-;   34 ;-;   36 ;-;   34 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade;10 a 19 anos;-;-; -   ; -   ;-;   73 ;-;   56 ;-;   68 ;-;   64 ;-;   61 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade;20 a 29 anos;-;-; -   ; -   ;-;   67 ;-;   58 ;-;   64 ;-;   60 ;-;   63 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade;30 a 59 anos;-;-; -   ; -   ;-;   362 ;-;   344 ;-;   350 ;-;   349 ;-;   354 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade;60 anos ou mais;-;-; -   ; -   ;-;   221 ;-;   211 ;-;   222 ;-;   219 ;-;   223 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;Total ;-;-; -   ; -   ;-;   763 ;-;   701 ;-;   739 ;-;   729 ;-;   736 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;0 a 59 anos ;-;-; -   ; -   ;-;   542 ;-;   490 ;-;   517 ;-;   509 ;-;   513 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;60 anos ou mais ;-;-; -   ; -   ;-;   221 ;-;   211 ;-;   222 ;-;   219 ;-;   223 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Total4;-;-; -   ; -   ;-;   763 ;-;   701 ;-;   739 ;-;   729 ;-;   736 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Branca;-;-; -   ; -   ;-;   314 ;-;   286 ;-;   301 ;-;   288 ;-;   295 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Preta ou parda;-;-; -   ; -   ;-;   443 ;-;   410 ;-;   432 ;-;   434 ;-;   434 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Nível de instrução;Total;-;-; -   ; -   ;-;   763 ;-;   701 ;-;   739 ;-;   729 ;-;   736 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Nível de instrução;Sem instrução ao fundamental incompleto;-;-; -   ; -   ;-;   226 ;-;   192 ;-;   210 ;-;   207 ;-;   206 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Nível de instrução;Fundamental completo ao médio incompleto;-;-; -   ; -   ;-;   113 ;-;   113 ;-;   120 ;-;   113 ;-;   116 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Nível de instrução;Médio completo ao superior incompleto;-;-; -   ; -   ;-;   233 ;-;   207 ;-;   216 ;-;   212 ;-;   222 ;-
Pessoas com diagnóstico médico de alguma comorbidade (mil pessoas) ;Unidade da Federação;Distrito Federal;Nível de instrução;Superior completo ou pós-graduação;-;-; -   ; -   ;-;   190 ;-;   190 ;-;   193 ;-;   196 ;-;   193 ;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Sexo;Total;-;-;0,0;0,0;-;2,5;-;2,9;-;2,8;-;3,0;-;2,9;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Sexo;Homem;-;-;0,0;0,0;-;3,5;-;4,5;-;4,2;-;4,1;-;3,9;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Sexo;Mulher;-;-;0,0;0,0;-;3,0;-;3,1;-;3,1;-;3,5;-;3,5;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;Total;-;-;0,0;0,0;-;2,5;-;2,9;-;2,8;-;3,0;-;2,9;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;0 a 9 anos;-;-;0,0;0,0;-;13,3;-;14,8;-;15,1;-;14,9;-;15,2;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;10 a 19 anos;-;-;0,0;0,0;-;8,8;-;10,0;-;9,1;-;10,1;-;10,5;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;20 a 29 anos;-;-;0,0;0,0;-;9,1;-;10,8;-;11,3;-;11,1;-;10,5;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;3,4;-;3,6;-;3,3;-;3,9;-;3,5;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;2,8;-;3,2;-;3,0;-;2,9;-;2,8;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;2,5;-;2,9;-;2,8;-;3,0;-;2,9;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;3,3;-;3,7;-;3,5;-;4,0;-;3,8;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;2,8;-;3,2;-;3,0;-;2,9;-;2,8;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Total4;-;-;0,0;0,0;-;2,5;-;2,9;-;2,8;-;3,0;-;2,9;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Branca;-;-;0,0;0,0;-;4,8;-;4,8;-;4,8;-;5,0;-;5,2;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;4,2;-;4,8;-;4,4;-;4,3;-;4,7;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Total;-;-;0,0;0,0;-;2,5;-;2,9;-;2,8;-;3,0;-;2,9;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;5,7;-;6,7;-;6,4;-;6,6;-;6,6;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;6,9;-;7,8;-;6,4;-;8,3;-;7,1;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;5,0;-;5,3;-;5,1;-;5,4;-;5,1;-
CV - Pessoas com diagnóstico médico de alguma comorbidade (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;7,1;-;7,7;-;7,1;-;9,2;-;7,9;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Sexo;Total;-;-;0,0;0,0;-;25,0;-;22,9;Queda;24,2;Aumento;23,8;Estável;24,0;Estável
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Sexo;Homem;-;-;0,0;0,0;-;22,6;-;20,0;-;21,3;-;20,5;-;21,3;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Sexo;Mulher;-;-;0,0;0,0;-;27,1;-;25,6;-;26,8;-;26,8;-;26,4;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;Total;-;-;0,0;0,0;-;25,0;-;22,9;-;24,2;-;23,8;-;24,0;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;0 a 9 anos;-;-;0,0;0,0;-;9,8;-;8,2;-;8,7;-;9,0;-;8,6;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;10 a 19 anos;-;-;0,0;0,0;-;16,4;-;12,6;-;15,4;-;14,5;-;13,8;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;20 a 29 anos;-;-;0,0;0,0;-;13,3;-;11,4;-;12,7;-;11,8;-;12,5;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;26,7;-;25,3;-;25,7;-;25,6;-;25,9;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;63,8;-;60,5;-;63,6;-;62,4;-;63,1;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;25,0;-;22,9;-;24,2;-;23,8;-;24,0;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;20,0;-;18,1;-;19,1;-;18,8;-;18,9;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;63,8;-;60,5;-;63,6;-;62,4;-;63,1;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Total4;-;-;0,0;0,0;-;25,0;-;22,9;-;24,2;-;23,8;-;24,0;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Branca;-;-;0,0;0,0;-;25,7;-;23,2;-;24,9;-;23,7;-;24,7;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;24,6;-;23,0;-;23,9;-;24,1;-;23,8;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Total;-;-;0,0;0,0;-;25,0;-;22,9;-;24,2;-;23,8;-;24,0;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;23,3;-;20,1;-;21,6;-;21,3;-;21,3;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;29,0;-;28,2;-;29,4;-;28,7;-;29,0;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;25,0;-;22,4;-;23,7;-;23,0;-;23,9;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;25,1;-;24,4;-;25,1;-;25,3;-;24,8;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Sexo;Total;-;-;0,0;0,0;-;2,5;-;2,9;-;2,8;-;3,0;-;2,9;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Sexo;Homem;-;-;0,0;0,0;-;3,5;-;4,5;-;4,2;-;4,1;-;3,9;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade no total da população (%) ;Unidade da Federação;Distrito Federal;Sexo;Mulher;-;-;0,0;0,0;-;3,0;-;3,1;-;3,1;-;3,5;-;3,5;-
